Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDF46,7.07,Low Fat,0.093653464,Snack Foods,113.3834,OUT035,2004,Small,Tier 2,Supermarket Type1,1267.0174
FDE24,12.85764826488396,Low Fat,0.093010026,Baking Goods,143.0812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.5112
DRF27,8.922558462956735,Low Fat,0.025492307147033,Dairy,154.54439347634357,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.2931648626227
FDZ02,6.895257853787516,Regular,0.0833745439375049,Dairy,97.26088495856662,OUT010,1998,Medium,Tier 3,Grocery Store,195.7507641397348
NCP50,12.85764826488396,Low Fat,0.0634229916931226,Others,78.6609070232167,OUT019,1985,Small,Tier 1,Grocery Store,80.56610847237486
NCN17,10.99075537440416,Low Fat,0.0635375169197462,Health and Hygiene,101.43088776822,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.5723138844187
NCU53,5.483751832168042,low fat,0.0454522646490523,Health and Hygiene,166.29205647114458,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.4218582923552
FDS52,8.89,Low Fat,0.009163216,Frozen Foods,101.7016,OUT010,1998,Medium,Tier 3,Grocery Store,101.2016
NCR29,7.565,Low Fat,0.054630544,Health and Hygiene,57.393,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709
FDZ04,9.33848562139842,Low Fat,0.0156046844275554,Frozen Foods,62.15167118954594,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.7948925216708
FDN44,12.85764826488396,Low Fat,0.0144080190590971,Fruits and Vegetables,161.593846011505,OUT027,1985,Medium,Tier 3,Supermarket Type3,4314.372685375669
NCO05,12.85764826488396,Low Fat,0.0708963735321282,Health and Hygiene,97.24390839377178,OUT027,1985,Medium,Tier 3,Supermarket Type3,2660.5366932693028
FDS23,4.620024353109789,Low Fat,0.1388563897230094,Breads,127.10015519353853,OUT046,1997,Small,Tier 1,Supermarket Type1,1927.493233491131
NCY54,8.44439419903361,Low Fat,0.1835436792589024,Household,171.14535783985207,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.638084071863
FDI12,9.422112022923333,Regular,0.088965831706275,Baking Goods,88.8960136387525,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.43436836860735
FDK08,12.85764826488396,Regular,0.2077570328425648,Fruits and Vegetables,102.40630101524218,OUT019,1985,Small,Tier 1,Grocery Store,202.4129279389475
FDM44,12.502446072273203,Low Fat,0.0362986692453559,Fruits and Vegetables,103.90583336836056,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.764950478535
FDN22,18.8604503825184,Regular,0.1616527735774236,Snack Foods,252.4820536831989,OUT045,2002,Medium,Tier 2,Supermarket Type1,3271.7406969786325
FDU55,16.20049223522832,Low Fat,0.0412114938437075,Fruits and Vegetables,260.6265800655973,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.570718700425
FDV60,12.85764826488396,Regular,0.2088175664604124,Baking Goods,197.99101470538025,OUT019,1985,Small,Tier 1,Grocery Store,392.8157647178132
NCP30,20.502985527480263,Low Fat,0.0346821120729953,Household,39.39043402328441,OUT017,2007,Medium,Tier 2,Supermarket Type1,314.25268188767893
FDV23,12.85764826488396,Low Fat,0.0695176366522902,Breads,125.71276950123712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1137568851013
FDL20,17.11341039007367,Low Fat,0.1349513706813273,Fruits and Vegetables,109.49428624565584,OUT017,2007,Medium,Tier 2,Supermarket Type1,1667.8359570949838
FDL20,12.85764826488396,Low Fat,0.2191591555831355,Fruits and Vegetables,112.7873174248502,OUT019,1985,Small,Tier 1,Grocery Store,222.38569731700431
FDP46,15.342865789141731,Low Fat,-0.0160373913730533,Snack Foods,88.27007441730943,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.674227698816
FDO50,16.25108105610502,Low Fat,0.0782908310921859,Canned,91.38805212498892,OUT046,1997,Small,Tier 1,Supermarket Type1,1653.8434285866826
FDT47,12.85764826488396,Regular,0.0237367739456618,Breads,95.9046273299688,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.820718916026
NCM17,12.85764826488396,Low Fat,0.0588766585470639,Health and Hygiene,46.39229870901027,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.405115824997
FDC51,10.885127967502,Regular,0.004654528916547,Dairy,121.86501825812958,OUT049,1999,Medium,Tier 1,Supermarket Type1,2463.453491086728
FDC34,12.85764826488396,Regular,0.2999895826420136,Snack Foods,155.5072052908485,OUT019,1985,Small,Tier 1,Grocery Store,311.5937791634276
FDT01,13.64103930830051,Regular,0.1889242834269274,Canned,212.98440559878824,OUT017,2007,Medium,Tier 2,Supermarket Type1,3185.8458855897784
FDS14,7.279378703828158,Low Fat,0.0651412981701776,Dairy,156.49571973141693,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.9466600190594
DRN59,15.0,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,792.302
FDR58,12.85764826488396,Low Fat,0.0286189027175313,Snack Foods,94.54369481678842,OUT027,1985,Medium,Tier 3,Supermarket Type3,2868.9184300241723
FDU32,12.85764826488396,Low Fat,0.045465958,Fruits and Vegetables,120.8414,OUT019,1985,Small,Tier 1,Grocery Store,852.8898
DRG23,8.894265253611808,Low Fat,0.0711306063999604,Hard Drinks,153.8546842172855,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.610977008915
FDY07,11.7812613159078,Low Fat,0.1238270004705968,Fruits and Vegetables,46.81619119607671,OUT013,1987,High,Tier 3,Supermarket Type1,413.47180005827744
FDM46,7.367552633058688,Low Fat,0.1633334294952955,Snack Foods,93.48894541623044,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.815057391606
DRJ59,11.6227805520845,low fat,0.0066982171818482,Hard Drinks,39.10193332813028,OUT013,1987,High,Tier 3,Supermarket Type1,308.93574409658646
FDQ44,20.514012799010107,Low Fat,0.0418687685887326,Fruits and Vegetables,121.27516106226192,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.1547354805493
FDD56,15.183461247978798,Regular,0.1412206022284503,Fruits and Vegetables,176.5090541296374,OUT018,2009,Medium,Tier 3,Supermarket Type2,2976.8105771842206
FDU48,18.858057563460942,Low Fat,0.0976464509085775,Baking Goods,131.42149717097925,OUT010,1998,Medium,Tier 3,Grocery Store,263.6521329275219
FDQ08,12.85764826488396,Regular,0.0318062789724105,Fruits and Vegetables,62.74570995741851,OUT019,1985,Small,Tier 1,Grocery Store,61.26542723421025
NCV54,11.094756715699702,Low Fat,0.0317438496164335,Household,116.62505528185233,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6686490316213
FDC40,15.97981850799376,Regular,0.0533097249198589,Dairy,79.5963807830542,OUT013,1987,High,Tier 3,Supermarket Type1,934.776217083496
FDK55,18.50125535249568,Low Fat,0.019842397882684,Meat,87.22820790063628,OUT035,2004,Small,Tier 2,Supermarket Type1,802.9485397199307
FDK15,10.812919575096338,Low Fat,0.0855124225870595,Meat,100.50664113526604,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.8697257792244
NCA06,20.50078774978265,Low Fat,0.1534224675090414,Household,34.7064507312942,OUT049,1999,Medium,Tier 1,Supermarket Type1,769.0212350592637
FDO58,19.59499494619316,Low Fat,0.0339957761850128,Snack Foods,163.76164469793807,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.1545884778
FDL38,12.85764826488396,Regular,0.040744441010651,Canned,88.42878447811485,OUT019,1985,Small,Tier 1,Grocery Store,89.2360160655277
FDX59,10.2295942176232,Low Fat,0.0419974637150666,Breads,31.964872577071613,OUT013,1987,High,Tier 3,Supermarket Type1,373.5076123207883
NCX54,9.188591881932128,low fat,0.092707223022574,Household,107.74394709945634,OUT010,1998,Medium,Tier 3,Grocery Store,105.85731197859953
FDW24,6.808834338107552,Low Fat,0.0371844503838537,Baking Goods,47.4964404676961,OUT013,1987,High,Tier 3,Supermarket Type1,534.6405199886323
NCE31,7.659801368657552,Low Fat,0.1892118918527452,Household,32.898850482452545,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5420456207719
FDN25,7.8836344415957615,Regular,0.0529859310753513,Breakfast,57.75868733426387,OUT018,2009,Medium,Tier 3,Supermarket Type2,1145.1684768186892
DRK01,7.629943783516622,Low Fat,0.0638503734760411,Soft Drinks,94.64093581268256,OUT017,2007,Medium,Tier 2,Supermarket Type1,1607.2618002113215
FDU13,12.85764826488396,low fat,0.3407422441382853,Canned,146.0259165746076,OUT019,1985,Small,Tier 1,Grocery Store,588.5780216016893
DRI39,13.796415909535591,LF,0.1016095692788836,Dairy,55.37818964486409,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.6786500495324
NCV41,14.345625825972256,Low Fat,0.0069289852115712,Health and Hygiene,109.50863968699596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.3911165345091
DRK12,9.5,LF,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16
FDF35,14.991733028242072,Low Fat,0.1490088908779141,Starchy Foods,105.98927093109688,OUT035,2004,Small,Tier 2,Supermarket Type1,1179.1335158021552
FDT58,9.004645976537915,Low Fat,0.0633395493637613,Snack Foods,168.08926968397452,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.1743818820287
FDW46,12.85764826488396,Regular,0.1212586859268421,Snack Foods,63.64344740706515,OUT019,1985,Small,Tier 1,Grocery Store,65.2622388442162
NCB54,8.76,Low Fat,0.050256604,Health and Hygiene,127.3336,OUT018,2009,Medium,Tier 3,Supermarket Type2,2684.5056
FDG21,17.359066342977,Regular,0.1591557440237992,Seafood,147.92460115042866,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.093914837752
NCY29,12.85764826488396,Low Fat,0.1302457718814772,Health and Hygiene,56.30013072563193,OUT019,1985,Small,Tier 1,Grocery Store,113.18751537765624
FDI41,18.51601321514953,Regular,0.0618305410886056,Frozen Foods,148.04116129862732,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9717299548665
FDQ47,7.187333698803811,Regular,0.1559488548610659,Breads,34.38286479785061,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.4618496686744
FDC32,18.363627856026906,Low Fat,0.102216827770377,Fruits and Vegetables,93.85067096271246,OUT013,1987,High,Tier 3,Supermarket Type1,1295.6487760531352
FDX49,12.85764826488396,reg,0.1019377511915646,Canned,232.6291900427213,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.700474309684
FDT20,10.516524047373643,Low Fat,0.0409282782859318,Fruits and Vegetables,37.61271470069227,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6123071161594
FDU24,12.85764826488396,Regular,0.236879790094463,Baking Goods,92.80790728202008,OUT019,1985,Small,Tier 1,Grocery Store,93.21386846733732
DRK11,8.20733420872039,Low Fat,0.0040164660604583,Hard Drinks,149.53586887674498,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6634035613968
NCN53,5.181861961176484,LF,0.018548161029359,Health and Hygiene,37.079888544967375,OUT035,2004,Small,Tier 2,Supermarket Type1,423.47210694691904
DRN59,14.998432509011456,Low Fat,0.064605531264652,Hard Drinks,47.31267014194777,OUT017,2007,Medium,Tier 2,Supermarket Type1,652.4789433699189
FDY37,17.0,Regular,0.026546765,Canned,142.147,OUT013,1987,High,Tier 3,Supermarket Type1,2147.205
FDV15,12.85764826488396,Low Fat,0.1415947281907191,Meat,105.75468137379607,OUT027,1985,Medium,Tier 3,Supermarket Type3,2596.6278756507827
FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,Medium,Tier 2,Supermarket Type1,974.0654
DRB25,12.85764826488396,Low Fat,0.0694182803216968,Soft Drinks,106.09326081891564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787.034870466686
NCE31,7.656363985452186,Low Fat,0.1890695708236376,Household,32.90055347534169,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5460761267677
FDN57,18.25,Low Fat,0.054234197,Snack Foods,142.0154,OUT046,1997,Small,Tier 1,Supermarket Type1,2269.0464
DRK12,9.504030036065071,Low Fat,0.0727604823190939,Soft Drinks,33.39323590070936,OUT045,2002,Medium,Tier 2,Supermarket Type1,732.3565581428868
FDW59,12.85764826488396,Low Fat,0.03627089,Breads,85.9566,OUT019,1985,Small,Tier 1,Grocery Store,169.1132
FDX10,6.378695439038825,Regular,0.1017069839496849,Snack Foods,37.170688050207794,OUT046,1997,Small,Tier 1,Supermarket Type1,247.0067877094613
FDA36,6.009143126591019,Low Fat,-0.0158160775239616,Baking Goods,186.6092953104962,OUT013,1987,High,Tier 3,Supermarket Type1,2591.288080656013
NCA18,10.09237723263601,Low Fat,0.0798460345659767,Household,115.96618672348995,OUT010,1998,Medium,Tier 3,Grocery Store,231.6985424649498
FDD51,11.13079014550383,low fat,0.1275837828074147,Dairy,44.98553873669095,OUT013,1987,High,Tier 3,Supermarket Type1,498.0170078839475
FDN51,17.848967662146805,Regular,0.005750052423944,Meat,260.29126309357093,OUT035,2004,Small,Tier 2,Supermarket Type1,4175.904273606278
FDU15,13.65,Regular,0.0,Meat,37.9532,OUT045,2002,Medium,Tier 2,Supermarket Type1,575.2512
DRG15,6.126736402393018,Low Fat,0.0696317827614551,Dairy,59.35388398621686,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.093944942052
FDR43,18.180518952667928,Low Fat,0.1486342430018677,Fruits and Vegetables,37.600034702108886,OUT046,1997,Small,Tier 1,Supermarket Type1,366.1838073718322
FDP07,18.212249096238608,Low Fat,0.0840033504504859,Fruits and Vegetables,197.1950238244548,OUT045,2002,Medium,Tier 2,Supermarket Type1,3142.5515348712843
DRH37,17.602779746227036,Low Fat,0.0382164383023045,Soft Drinks,164.8505891939471,OUT045,2002,Medium,Tier 2,Supermarket Type1,2302.334583413826
NCT42,5.864497406812996,Low Fat,0.0236444643457297,Household,149.45134894691358,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.517986738084
FDH47,13.493439524029196,Regular,0.2112661792207128,Starchy Foods,98.59148744250749,OUT010,1998,Medium,Tier 3,Grocery Store,97.20895549985192
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674
FDW36,11.137096358851403,Low Fat,0.0520988218744314,Baking Goods,106.86223208250595,OUT049,1999,Medium,Tier 1,Supermarket Type1,2011.3883582134447
FDC51,10.91596433266563,Regular,0.008078738710409,Dairy,124.16773161097818,OUT045,2002,Medium,Tier 2,Supermarket Type1,1601.245486026942
DRG15,6.1327231669487805,Low Fat,0.0665189916008569,Dairy,59.35686926494902,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.0778757459748
FDP51,13.85,Regular,0.085274988,Meat,119.6124,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.7108
FDD50,12.85764826488396,Low Fat,0.1347321162483098,Canned,167.7105261267834,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.5963998148304
FDX50,20.09028382859073,Low Fat,0.0832742821846278,Dairy,110.3223328867261,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.3713284843352
NCN41,16.97879372702519,Low Fat,0.0781222013632241,Health and Hygiene,125.08098377245156,OUT010,1998,Medium,Tier 3,Grocery Store,369.496308800733
FDT24,12.363802035723849,Regular,0.1880578126821572,Baking Goods,78.51338035618096,OUT035,2004,Small,Tier 2,Supermarket Type1,695.0760402454761
FDM25,10.675362214604576,Regular,0.0796424070920229,Breakfast,174.0532876951383,OUT013,1987,High,Tier 3,Supermarket Type1,2460.821764354242
DRB13,6.098623660602139,Regular,0.0063372099483216,Soft Drinks,188.65193009821525,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.323925769798
FDJ34,11.807470894981964,Regular,0.1085440002463412,Snack Foods,125.9701548052846,OUT013,1987,High,Tier 3,Supermarket Type1,1877.5424109594824
DRD01,12.11048996588086,Regular,0.0570395730584481,Soft Drinks,53.264991307084046,OUT049,1999,Medium,Tier 1,Supermarket Type1,386.8305612402545
FDU25,12.353031173085816,Low Fat,0.0204080832370271,Canned,57.42705090102743,OUT045,2002,Medium,Tier 2,Supermarket Type1,810.965617141098
DRD37,9.81114969219447,Low Fat,0.0387842061479322,Soft Drinks,45.00463142490096,OUT017,2007,Medium,Tier 2,Supermarket Type1,792.305917561804
FDC53,12.85764826488396,Low Fat,-0.000261268295708,Frozen Foods,96.71702188955778,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.1677743649484
FDC21,14.582698853201917,Regular,0.0313880275430588,Fruits and Vegetables,110.15239680032404,OUT017,2007,Medium,Tier 2,Supermarket Type1,1844.951000939354
FDR35,12.5085758877818,Low Fat,0.0224493051324135,Breads,197.27795430934736,OUT049,1999,Medium,Tier 1,Supermarket Type1,3782.4024631374687
FDV47,17.116733922067457,Low Fat,0.0167775414726534,Breads,85.56185964553427,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.250733772452
FDX24,8.355,low fat,0.013926425,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544
FDW03,5.636258476948433,Regular,0.0264801474523112,Meat,102.81983805465129,OUT013,1987,High,Tier 3,Supermarket Type1,1986.074489756832
FDH08,12.85764826488396,Low Fat,0.0104185448879399,Fruits and Vegetables,230.78854170879129,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.167367825587
NCN29,15.216002322046768,Low Fat,-0.0029312794965492,Health and Hygiene,48.72473075527909,OUT045,2002,Medium,Tier 2,Supermarket Type1,680.4424889018692
FDL34,15.978172908977616,Low Fat,0.0586921638478894,Snack Foods,141.22901178212766,OUT049,1999,Medium,Tier 1,Supermarket Type1,2681.840702999018
FDC58,10.188486126842603,Low Fat,0.0440966219158511,Snack Foods,44.23212696890468,OUT017,2007,Medium,Tier 2,Supermarket Type1,703.1017418950485
FDY03,17.60861581725412,Regular,0.0705925918854873,Meat,113.222790496129,OUT018,2009,Medium,Tier 3,Supermarket Type2,2025.35098095192
FDZ21,17.6,Regular,0.065649353,Snack Foods,94.841,OUT010,1998,Medium,Tier 3,Grocery Store,193.082
FDL51,20.691981948145514,Regular,0.0526866742918152,Dairy,214.69376903037093,OUT013,1987,High,Tier 3,Supermarket Type1,3001.42775856793
NCU54,8.901225288638454,Low Fat,0.1114643364441217,Household,208.4212308390004,OUT046,1997,Small,Tier 1,Supermarket Type1,5452.887631107826
FDV28,16.10125456639015,Regular,0.1652695190056101,Frozen Foods,32.84197075639724,OUT013,1987,High,Tier 3,Supermarket Type1,339.54926913750046
FDJ55,12.792596088726883,Regular,0.0241488526193681,Meat,225.933928509479,OUT013,1987,High,Tier 3,Supermarket Type1,4950.884904707784
DRM49,6.110074726352623,Regular,0.1667441076026053,Soft Drinks,45.61935344146905,OUT017,2007,Medium,Tier 2,Supermarket Type1,1025.9600741264933
FDT46,11.35475324458458,Low Fat,0.0298824938542913,Snack Foods,51.9231015383133,OUT017,2007,Medium,Tier 2,Supermarket Type1,708.3986006868785
FDG38,8.964541884343811,Regular,0.0798948385591554,Canned,86.62860187701426,OUT045,2002,Medium,Tier 2,Supermarket Type1,1619.234692143308
NCW41,18.024513079085843,Low Fat,0.0117760404928559,Health and Hygiene,159.35010416797007,OUT045,2002,Medium,Tier 2,Supermarket Type1,2059.983625957256
NCO53,16.21427327727092,Low Fat,0.1740399307095774,Health and Hygiene,183.75108536402632,OUT018,2009,Medium,Tier 3,Supermarket Type2,2940.183685618404
FDV50,14.314038474821626,Low Fat,0.1325062933839825,Dairy,121.15916468375758,OUT018,2009,Medium,Tier 3,Supermarket Type2,2093.939562452764
FDE53,10.895,Low Fat,0.026880159,Frozen Foods,106.428,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.392
NCZ06,12.85764826488396,Low Fat,0.080055420721693,Household,253.879557555158,OUT027,1985,Medium,Tier 3,Supermarket Type3,3297.724455646508
NCV06,11.296458368998715,Low Fat,0.088370967999217,Household,194.26439212401348,OUT013,1987,High,Tier 3,Supermarket Type1,2712.461944477376
DRJ11,9.51615481696325,Low Fat,0.0084541689772568,Hard Drinks,190.98030213453777,OUT045,2002,Medium,Tier 2,Supermarket Type1,3025.356490977862
DRI49,14.162700853613948,Low Fat,0.1804366738154989,Soft Drinks,82.41708898701758,OUT018,2009,Medium,Tier 3,Supermarket Type2,1218.4032517077133
FDQ45,9.502100756231757,Regular,-0.0039221742471988,Snack Foods,182.35089400775985,OUT010,1998,Medium,Tier 3,Grocery Store,1102.56279968679
FDE23,17.599908879972272,Regular,0.0686430329247682,Starchy Foods,47.31495431774207,OUT045,2002,Medium,Tier 2,Supermarket Type1,605.8717770727151
FDQ59,9.809425274520384,Regular,0.0498149857649362,Breads,84.68765517710807,OUT035,2004,Small,Tier 2,Supermarket Type1,1006.6937219147228
FDY50,5.811599386431173,Low Fat,0.1268981192814334,Dairy,90.31339273144886,OUT046,1997,Small,Tier 1,Supermarket Type1,1338.2731835335553
FDO27,6.180419153464942,Regular,0.1752066682233612,Meat,95.2646326181788,OUT018,2009,Medium,Tier 3,Supermarket Type2,1534.008803931808
NCN29,15.214451625186484,Low Fat,0.0177366393182959,Health and Hygiene,48.71577687819057,OUT045,2002,Medium,Tier 2,Supermarket Type1,680.4429511923674
FDK25,12.85764826488396,Regular,0.1614724419588219,Breakfast,169.3538377219425,OUT027,1985,Medium,Tier 3,Supermarket Type3,3874.310471950776
FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,3364.9532
NCA05,20.755280473077445,Low Fat,0.0182215469022011,Health and Hygiene,150.067996908729,OUT046,1997,Small,Tier 1,Supermarket Type1,2524.0442183660048
FDA16,6.70134084415945,Low Fat,0.0120464424015488,Frozen Foods,219.4429259443357,OUT046,1997,Small,Tier 1,Supermarket Type1,3094.6433189305976
DRG27,8.889028456093317,Low Fat,0.087708123443457,Dairy,41.11479998015077,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4262032316773
FDS34,19.35,Regular,0.076914745,Snack Foods,114.8518,OUT045,2002,Medium,Tier 2,Supermarket Type1,1707.777
FDX31,12.85764826488396,Regular,0.0002337222183044,Fruits and Vegetables,231.80197625014628,OUT027,1985,Medium,Tier 3,Supermarket Type3,5374.995205898726
FDP34,12.85362641572538,Low Fat,0.1573899398766085,Snack Foods,157.64558593781888,OUT049,1999,Medium,Tier 1,Supermarket Type1,2659.8862823707327
FDB17,13.156765815528257,Low Fat,0.0368695626379095,Frozen Foods,179.79804501865593,OUT049,1999,Medium,Tier 1,Supermarket Type1,2535.3571641908634
NCK17,11.008575983324242,Low Fat,0.0447412906205523,Health and Hygiene,38.93824029904757,OUT045,2002,Medium,Tier 2,Supermarket Type1,519.2977819530772
NCO53,16.194063948035357,Low Fat,0.0133088146029827,Health and Hygiene,182.170943654402,OUT049,1999,Medium,Tier 1,Supermarket Type1,3123.940431213956
FDN28,5.882127963715777,Regular,0.0230714092012714,Frozen Foods,101.7788992858882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1960.7947178008133
FDR22,19.331970641884485,Regular,0.0317439579876513,Snack Foods,112.04479176621652,OUT010,1998,Medium,Tier 3,Grocery Store,223.7115496927489
FDR26,20.69971928522008,Low Fat,0.0532439925501307,Dairy,178.2805713533291,OUT013,1987,High,Tier 3,Supermarket Type1,2479.449765134142
NCJ18,12.361068086611589,Low Fat,0.1609067469630328,Household,120.51267690215612,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.223127533652
FDA10,12.85764826488396,LF,0.2499722528682288,Snack Foods,124.10658742756245,OUT019,1985,Small,Tier 1,Grocery Store,245.0256142556005
NCP41,12.85764826488396,Low Fat,0.028304343040251,Health and Hygiene,109.47670793941508,OUT019,1985,Small,Tier 1,Grocery Store,647.1765687557825
NCQ43,17.753472492199474,LF,0.1308198723181139,Others,107.77594305202106,OUT013,1987,High,Tier 3,Supermarket Type1,982.7184755242192
DRL11,12.85764826488396,low fat,0.0706128842558155,Hard Drinks,156.6038716463768,OUT027,1985,Medium,Tier 3,Supermarket Type3,3787.087837285265
FDL10,8.383341109658906,Low Fat,0.0217044583112145,Snack Foods,100.0724379992697,OUT017,2007,Medium,Tier 2,Supermarket Type1,1289.6490010706025
DRL49,13.149059648851836,Low Fat,0.0925974095277242,Soft Drinks,141.48140095835814,OUT010,1998,Medium,Tier 3,Grocery Store,284.97788955282846
FDO48,15.010860196070634,Regular,0.0379733666828031,Baking Goods,219.72935031990025,OUT013,1987,High,Tier 3,Supermarket Type1,3094.641922815406
FDK41,14.301197714468843,Low Fat,0.1556978829749676,Frozen Foods,83.63989462633396,OUT045,2002,Medium,Tier 2,Supermarket Type1,852.2252058711648
DRI01,7.971415302664869,Low Fat,0.0186137032085594,Soft Drinks,171.84558646652928,OUT013,1987,High,Tier 3,Supermarket Type1,2069.3102874407014
FDQ34,12.85764826488396,LF,0.2839147429510993,Snack Foods,105.55394155537888,OUT019,1985,Small,Tier 1,Grocery Store,211.7017310238719
FDH14,17.1,Regular,0.0467696,Canned,141.1838,OUT013,1987,High,Tier 3,Supermarket Type1,2247.7408
FDG33,5.3648818895776,Regular,0.1380890040319426,Seafood,169.7700455251658,OUT049,1999,Medium,Tier 1,Supermarket Type1,3263.75542793876
FDD38,16.768237516881495,Regular,0.0119084262183393,Canned,102.86914242040926,OUT045,2002,Medium,Tier 2,Supermarket Type1,1528.0230150776822
FDD58,7.785968638118557,LF,0.075506843917721,Snack Foods,98.7811308056068,OUT045,2002,Medium,Tier 2,Supermarket Type1,1298.2793767774845
DRK39,7.027219443137375,Low Fat,0.0586165722290341,Dairy,82.92229775641952,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.1465344967403
FDZ12,9.189105168082085,Low Fat,0.0944207904584218,Baking Goods,143.94691344813205,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.6379344477664
FDB04,12.85764826488396,Regular,0.1241261206507093,Dairy,88.70488956695262,OUT019,1985,Small,Tier 1,Grocery Store,351.54059144156093
FDM56,16.687920806452368,Low Fat,0.0076331255383402,Fruits and Vegetables,109.2036824791642,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.9397858784706
FDY14,10.319314074641802,Low Fat,0.0704289244007984,Dairy,263.02045895125315,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.153506150636
FDY21,15.117519526189405,Low Fat,-0.0040392126685783,Snack Foods,195.2307388610422,OUT013,1987,High,Tier 3,Supermarket Type1,3142.576655791615
FDD35,12.85764826488396,Low Fat,0.0298147478576451,Starchy Foods,120.71895584363766,OUT027,1985,Medium,Tier 3,Supermarket Type3,3954.8554425066495
FDM02,12.496560822516276,Regular,0.0989410903036615,Canned,87.12359390832124,OUT046,1997,Small,Tier 1,Supermarket Type1,1657.1830777135162
FDV34,10.700646766392047,Regular,0.0399116447907052,Snack Foods,72.90188499921155,OUT045,2002,Medium,Tier 2,Supermarket Type1,1034.6318956745183
FDP39,12.615970116081597,Low Fat,0.0784940129060802,Meat,52.43342578978977,OUT045,2002,Medium,Tier 2,Supermarket Type1,571.2597588182838
NCY06,15.238262327229682,Low Fat,0.0570710466480484,Household,131.00231673222515,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.936454577796
FDC20,12.85764826488396,low fat,0.045523787985412,Fruits and Vegetables,55.42346161579794,OUT019,1985,Small,Tier 1,Grocery Store,111.84748369642988
FDM44,12.4856786766443,Low Fat,0.0684380614574622,Fruits and Vegetables,103.71831458247333,OUT010,1998,Medium,Tier 3,Grocery Store,412.7853596160658
